ID,ton_emision,n_equip,raz_social,nombre,rubro,ciiu4,region,provincia,comuna,huso,coord_norte,coord_este,Latitud,Longitud,max_emision,orden,catg,x,y,pt_size,clr
45,19005.526,8,CIA MINERA CERRO COLORADO LTDA,CIA. MINERA CERRO COLORADO LTDA.,Extracción de minerales,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y METALES NO FERROSOS,Tarapacá,Tamarugal,Pozo Almonte,19.0,7782121.0,473092.0,-20.05762649190619,-69.25732690489642,5190.02,1,7,-7709690.364756355,-2279858.8270116816,9.852485057967474,#d62728
160,9733.000000000002,5,CONSERVERA PENTZKE SA,CONSERVERA PENTZKE S.A.,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Valparaíso,San Felipe de Aconcagua,San Felipe,19.0,6374666.0,337858.0,-32.75393562074498,-70.73080278495674,3864.51,1,2,-7873716.9494208405,-3862688.393156688,9.183277452426493,#aec7e8
181,354.163,1,FRIGORIFICO LA CALERA LIMITADA,FRIGORIFICO LA CALERA LTDA.,Producción de alimentos,"PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS",Valparaíso,Quillota,Calera,19.0,6369557.0,294571.0,-32.79275736996975,-71.19374303988539,354.163,1,2,-7925251.222867207,-3867828.1676174183,5.869757259135694,#aec7e8
185,419.21,1,CONFITES MERELLO S A,CONFITES MERELLO S.A.,Producción de alimentos,ELABORACIÓN DE CACAO Y CHOCOLATE Y DE PRODUCTOS DE CONFITERÍA,Valparaíso,Marga Marga,Limache,19.0,6345985.0,288783.0,-33.004125864133876,-71.26090545651206,419.21,1,2,-7932727.708886534,-3895851.6156566534,6.0383719876841395,#aec7e8
244,1943.165,2,METSO MINERALS (CHILE) S A,FÁBRICA CONCÓN,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,Valparaíso,Valparaíso,Concón,19.0,6350456.0,265374.0,-32.959046204011734,-71.51014048516245,1152.39,1,6,-7960472.425363742,-3889869.2927247174,7.572073365998376,#98df8a
250,186.7909,2,QUIMICA LATINOAMERICANA S A,QUIMICA LATINOAMERICANA S.A.,Producción química,FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO,Valparaíso,Valparaíso,Viña del Mar,19.0,6339961.0,266678.0,-33.05390423944902,-71.49886823632163,124.346,1,14,-7959217.604362686,-3902461.0372568727,5.229989809404692,#f7b6d2
295,171.7142,2,ECKART ALIMENTOS LIMITADA,ECKART,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Valparaíso,Valparaíso,Casablanca,19.0,6311275.0,275119.0,-33.314203100666155,-71.41562468775834,133.236,1,2,-7949950.974924795,-3937083.818387267,5.145831466871662,#aec7e8
320,5136.01,1,INTERNATIONAL PAPER CARTONES LIMITADA,INTERNATIONAL PAPER CARTONES LTDA,Industria del papel y celulosa,FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN,Libertador Gral. Bernardo O'Higgins,Cachapoal,Graneros,19.0,6226817.0,341667.0,-34.08746284014425,-70.71619342889663,5136.01,1,16,-7872090.643343412,-4040552.203528379,8.5440317924084,#c7c7c7
322,2810.754000000001,2,CIA PAPELERA DEL PACIFICO S A,COMPANIA PAPELERA PACIFICO,Industria del papel y celulosa,"FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN",Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,19.0,6238472.0,342786.0,-33.98256329937396,-70.70196899314263,1405.3770000000004,1,16,-7870507.186398455,-4026460.9434917313,7.941208053736568,#c7c7c7
331,12985.86802,2,INVERTEC FOODS S A,INVERTEC FOODS S A,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,19.0,6190139.0,328646.0,-34.41601820249911,-70.8645476034866,12984.7,1,2,-7888605.354515824,-4084800.839301075,9.471616969764051,#aec7e8
343,2710.97,2,CARTONES SAN FERNANDO LIMITADA,CARTONES SAN FERNANDO LTDA.,Industria del papel y celulosa,FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN,Libertador Gral. Bernardo O'Higgins,Colchagua,San Fernando,19.0,6175668.0,320849.0,-34.5451224296806,-70.95238357969961,2313.66,1,16,-7898383.210661187,-4102235.638693442,7.90506178341014,#c7c7c7
373,1036.34,1,ROCOFRUT S A,ROCOFRUT  S.A.,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Maule,Curicó,Romeral,19.0,6128689.0,300111.0,-34.964639716351186,-71.1893987421705,1036.34,1,2,-7924767.61785773,-4159076.8604306723,6.9434505543065885,#aec7e8
1012,768.802,2,INSTITUTO SANITAS S A,INSTITUTO SANITAS SA,Producción química,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS PRODUCTOS BOTÁNICOS",Metropolitana,Santiago,Pudahuel,19.0,6304878.0,336593.0,-33.38296089758599,-70.75676273318935,384.401,1,14,-7876606.797639115,-3946246.63798865,6.644833459109515,#f7b6d2
1089,80.74842,2,SHERWIN WILLIAMS CHILE S A,SHERWIN-WILLIANS CHILE S.A.,Industria manufacturera,FABRICACIÓN DE PINTURAS BARNICES Y PRODUCTOS DE REVESTIMIENTO SIMILARES; TINTAS DE IMPRENTA Y MASILLAS,Metropolitana,Maipo,San Bernardo,19.0,6287196.0,342445.0,-33.54325172693087,-70.6969775192729,72.2265,1,6,-7869951.53806897,-3967635.5451828176,4.391338395347871,#98df8a
1358,1994.5844081999999,2,LABORATORIO MAVER S.A.,ELIAS ALBALA FRANCO LABORATORIO MAVER LIMITADA,Producción química,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS PRODUCTOS BOTÁNICOS",Metropolitana,Chacabuco,Lampa,19.0,6311448.0,338250.0,-33.323978579186964,-70.73777802774421,1074.005582,1,14,-7874493.429896102,-3938386.079687365,7.598190990931299,#f7b6d2
1390,1610.5440000000003,3,EMPRESA EL MERCURIO S A P,EL MERCURIO,Industria manufacturera,OTRAS ACTIVIDADES DE SERVICIOS N.C.P.,Metropolitana,Santiago,Vitacura,19.0,6305007.0,351883.0,-33.38401543772755,-70.59241929280346,751.6080000000002,1,6,-7858312.169540143,-3946387.224769582,7.384327289105904,#98df8a
1521,2388.1987,3,HILADOS Y TEJIDOS GARIB SA,HILADOS Y TEJIDOS GARIB S.A.,Industria manufacturera,PREPARACIÓN DE HILATURA DE FIBRAS TEXTILES; TEJEDURA DE PRODUCTOS TEXTILES,Metropolitana,Santiago,Ñuñoa,19.0,6294875.0,349218.0,-33.47499599552571,-70.62276055345983,1917.43,1,6,-7861689.743226436,-3958522.7926533385,7.778294678756116,#98df8a
1542,54.6437,1,LICORES MITJANS S A,LICORES MITJANS S.A.,Producción de alimentos,"VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO",Metropolitana,Santiago,Macul,19.0,6294538.0,349387.0,-33.47805820589796,-70.62099895563041,54.6437,1,2,-7861493.643053083,-3958931.471287428,4.000833928928917,#aec7e8
1573,1009.833,3,COMERCIAL ALAMEDA LIMITADA,COMERCIAL ALAMEDA,Industria manufacturera,ACABADO DE PRODUCTOS TEXTIL,Metropolitana,Santiago,Macul,19.0,6294359.0,349722.0,-33.479719180874284,-70.61742471047764,920.787,1,6,-7861095.759902705,-3959153.148901063,6.917540249629407,#98df8a
1643,3121.744,2,LABORATORIO SANDERSON SA,LABORATORIO SANDERSON,Producción de alimentos,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS PRODUCTOS BOTÁNICOS",Metropolitana,Santiago,San Joaquín,19.0,6295008.0,348701.0,-33.47372389985964,-70.62830027021954,3028.67,1,2,-7862306.421675266,-3958353.024658,8.04614709899453,#aec7e8
1653,165.274,1,MOLDEADOS Y RODILOS DE GOMA S A,MOLDEADOS Y RODILLOS DE GOMA S.A.,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,Metropolitana,Santiago,San Joaquín,19.0,6292434.0,347705.0,-33.49678974770012,-70.63945283352858,165.274,1,6,-7863547.919343868,-3961431.6731345216,5.10760470267948,#98df8a
1673,1052.154,2,TINTORERIA KREISEL S A I,TINTORERIAS KREISEL S.A.I.,Industria manufacturera,ACABADO DE PRODUCTOS TEXTIL,Metropolitana,Santiago,San Joaquín,19.0,6293373.0,349645.0,-33.488598204945056,-70.61841853089106,1029.69,1,6,-7861206.391485068,-3960338.236362724,6.958594770416702,#98df8a
1682,102.877,1,FCA PAVIMENTOS Y REVESTIMIENTOS BUDNIK HNOS S A,BUDNIK HERMANOS S.A.,Industria manufacturera,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",Metropolitana,Santiago,La Granja,19.0,6289116.0,348634.0,-33.52683665218905,-70.63001668700278,102.877,1,6,-7862497.492317566,-3965443.3287836583,4.633534099877518,#98df8a
1742,106.79898711000001,2,CERAS ALFA S A,CERAS ALFA,Industria manufacturera,"FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR, PERFUMES Y PREPARADOS DE TOCADOR",Metropolitana,Maipo,San Bernardo,19.0,6285876.0,340441.0,-33.55485454781826,-70.71878926500399,93.80441989,1,6,-7872379.610497067,-3969185.3411965473,4.6709484424923575,#98df8a
1802,1372.46,1,QUIMETAL INDUSTRIAL S A,QUIMETAL INDUSTRIAL S.A.,Producción química,"FABRICACIÓN DE SUSTANCIAS QUÍMICAS BÁSICAS, EXCEPTO ABONOS Y COMPUESTOS DE NITRÓGENO",Metropolitana,Santiago,Maipú,19.0,6288665.0,338689.0,-33.52944709235957,-70.73715123251789,1372.46,1,14,-7874423.655370676,-3965791.922559464,7.224360029060998,#f7b6d2
1903,7374.02688,8,DYNAL INDUSTRIAL S A,DYNAL INDUSTRIAL S.A.,Industria del papel y celulosa,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS,Metropolitana,Santiago,Estación Central,19.0,6296332.0,342359.0,-33.460871780479245,-70.69629556362031,1550.09,1,16,-7869875.623112979,-3956637.98009672,8.905719224027479,#c7c7c7
1960,810.228,4,FABRICA DE PERNOS Y TORNILLOS AMERICAN SCREW DE CHILE LIMITADA,AMERICAN SCREW CHILE S.A.,Industria manufacturera,"FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA, HERRAMIENTAS DE MANO Y ARTÍCULOS DE FERRETERÍA",Metropolitana,Santiago,Maipú,19.0,6290080.0,338760.0,-33.51670093181155,-70.73613196398115,361.536,1,6,-7874310.190916184,-3964089.9215222546,6.6973156895394865,#98df8a
1974,1085.1285,2,EVERCRISP SNACK PRODUCTOS DE CHILE S A,EVERCRISP SNACK PROD. DE CHILE S.A.,Producción de alimentos,ELABORACIÓN DE PRODUCTOS DE MOLINERÍA,Metropolitana,Santiago,Cerrillos,19.0,6292972.0,340396.0,-33.49087348903573,-70.7180081231942,1007.14,1,2,-7872292.654188562,-3960641.9391418383,6.989453692141628,#aec7e8
1978,82.314,1,GOOD FOOD S A,GOOD FOOD S.A.,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Metropolitana,Santiago,Cerrillos,19.0,6293209.0,341639.0,-33.48892153050797,-70.70459153925576,82.314,1,2,-7870799.126896351,-3960381.39306819,4.410541202572083,#aec7e8
1981,203.0405157,1,IMPRENTA Y EDITORIAL LA SELECTA S A,SELECTA ENVASES,Industria del papel y celulosa,FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN,Metropolitana,Santiago,Cerrillos,19.0,6291921.0,340947.0,-33.500430979689625,-70.71226593293554,203.0405157,1,16,-7871653.43649293,-3961917.7511724913,5.313405543856469,#c7c7c7
1982,7266.622222,1,IMPRESOS Y CARTONAJES S A,IMICAR S.A.,Industria del papel y celulosa,FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN,Metropolitana,Santiago,Cerrillos,19.0,6293313.0,341505.0,-33.48796405598023,-70.70601496263968,7266.622222,1,16,-7870957.5816626325,-3960253.5921775824,8.891046843851834,#c7c7c7
1998,71.016,1,LICAN ALIMENTOS S A,PLANTA CENTRAL MAIPU,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Metropolitana,Santiago,Maipú,19.0,6290080.0,339463.0,-33.51680677731222,-70.72856550833458,71.016,1,2,-7873467.896926499,-3964104.054090898,4.262905203766018,#aec7e8
2035,203.364,3,ENVASES DEL PACIFICO SA,ENVASES DEL PACIFICO S.A.,Industria manufacturera,ACTIVIDADES DE IMPRESIÓN,Metropolitana,Santiago,Maipú,19.0,6288184.0,336076.0,-33.533385623842555,-70.76536711314529,101.682,1,6,-7877564.632834402,-3966317.8873262065,5.314997476799235,#98df8a
2048,6580.538921,1,CAFFARENA S.A.,TEJIDOS CAFFARENA S.A,Industria manufacturera,PREPARACIÓN DE HILATURA DE FIBRAS TEXTILES; TEJEDURA DE PRODUCTOS TEXTILES,Metropolitana,Santiago,Maipú,19.0,6290238.0,338957.0,-33.515306192601045,-70.73398321183078,6580.538921,1,6,-7874070.992920964,-3963903.6965381103,8.791871923853043,#98df8a
2059,5305.671968,2,CONSORCIO INDUSTRIAL DE ALIMENTOS S.A.,PLANTA 1 CIAL,Producción de alimentos,"PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS",Metropolitana,Santiago,Pudahuel,19.0,6303984.0,335762.0,-33.39089401585678,-70.76585598839876,5304.95,1,2,-7877619.054178679,-3947304.289222537,8.57653170994451,#aec7e8
2079,930.793,2,INGOMAR S A,INGOMAR SA,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,Metropolitana,Santiago,Quinta Normal,19.0,6300297.0,341058.0,-33.42493219224062,-70.70958803984865,553.763,1,6,-7871355.3347981,-3951843.388934748,6.83603691098731,#98df8a
2138,11629.68152,1,ELABORADORA DE ALIMENTOS DONIHUE LTDA,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA,Producción de alimentos,"PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS",Metropolitana,Santiago,Pudahuel,19.0,6298085.0,335173.0,-33.44398584532562,-70.77326713756572,11629.68152,1,2,-7878444.059530139,-3954385.0314556425,9.361315860786934,#aec7e8
2217,367.7332,4,HARTING S A,HARTING SA,Industria manufacturera,FABRICACIÓN DE PLÁSTICOS EN FORMAS PRIMARIAS Y DE CAUCHO SINTÉTICO,Metropolitana,Santiago,Quilicura,19.0,6305525.0,342309.0,-33.37798212263619,-70.6952215462575,218.032,1,6,-7869756.064047048,-3945582.9120354173,5.907357675229336,#98df8a
2219,207.937,1,INDUSTRIAS QUIMICAS CLORAMON LTDA,IND.QUIMICAS CLORAMON LTDA.,Producción química,"FABRICACIÓN DE SUSTANCIAS QUÍMICAS BÁSICAS, EXCEPTO ABONOS Y COMPUESTOS DE NITRÓGENO",Metropolitana,Santiago,Quilicura,19.0,6308749.0,341027.0,-33.348726133019355,-70.70842979323517,207.937,1,14,-7871226.399374873,-3941683.531276418,5.337235149207124,#f7b6d2
2342,462.946,2,SOC ANONIMA VINA SANTA RITA,S.A.VIÑA SANTA RITA,Industria agropecuaria y silvicultura,ELABORACIÓN DE VINOS,Metropolitana,Maipo,Buin,19.0,6267183.0,344135.0,-33.72392831963418,-70.68228710607492,422.386,1,3,-7868316.208752227,-3991792.3101273016,6.137610416614803,#ff7f0e
2381,125.379,1,VINOS SANTA EMA SA,VINOS SANTA EMA S.A.,Industria agropecuaria y silvicultura,ELABORACIÓN DE VINOS,Metropolitana,Talagante,Isla de Maipo,19.0,6263546.0,323321.0,-33.753449531254475,-70.90756079254584,125.379,1,3,-7893393.560819293,-3995744.171862712,4.831341150060307,#ff7f0e
2389,394.163,2,ALGAS MARINAS S A ALGAMAR,ALGAS MARINAS LA CALERA,Producción de alimentos,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Valparaíso,Quillota,Calera,19.0,6371165.0,295111.0,-32.77836356846989,-71.18762513276067,394.163,1,2,-7924570.180561363,-3865922.2502161404,5.97676452932913,#aec7e8
2443,13270.432,3,CORP NACIONAL DEL COBRE DE CHILE,REFINERIA VENTANAS,Producción de metal,FUNDICIÓN DE METALES NO FERROSOS,Valparaíso,Valparaíso,Puchuncaví,19.0,6372051.0,267422.0,-32.76486897304131,-71.48281651281137,9250.34,1,8,-7957430.73467517,-3864135.678827525,9.493293681430876,#ff9896
2481,2048.419,2,NESTLE CHILE SA,NESTLE CHILE SA PLANTA SAN FERNANDO,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Libertador Gral. Bernardo O'Higgins,Colchagua,San Fernando,19.0,6169912.0,319279.0,-34.59672498988549,-70.97070862009959,1384.75,1,2,-7900423.144827277,-4109211.835772015,7.6248235550775005,#aec7e8
2482,9646.99,5,NESTLE CHILE SA,NESTLE CHILE SA,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Libertador Gral. Bernardo O'Higgins,Cachapoal,Graneros,19.0,6228964.0,340677.0,-34.06795794885033,-70.7265270214724,3632.61,1,2,-7873240.973607013,-4037930.7725569946,9.17440122857833,#aec7e8
2486,3257.0772,1,NESTLE CHILE SA,NESTLE CHILE S.A FÁBRICA MAIPU,Producción de alimentos,ELABORACIÓN DE PRODUCTOS DE MOLINERÍA,Metropolitana,Santiago,Maipú,19.0,6287986.0,335822.0,-33.535131633282404,-70.76813776056147,3257.0772,1,2,-7877873.05989394,-3966551.062976169,8.08858550778931,#aec7e8
2513,26039.682825,7,ALIMENTOS FRUNA LTDA,FCA.DE HELADOS,Producción de alimentos,ELABORACIÓN DE PRODUCTOS DE PANADERÍA Y GALLETAS,Metropolitana,Santiago,Maipú,19.0,6290155.0,338825.0,-33.51603457693846,-70.73541885961308,9496.45,1,2,-7874230.808501048,-3964000.9497294375,10.167376915948786,#aec7e8
2694,8521.2625,3,VINA FRANCISCO DE AGUIRRE S A,VIÑA FRANCISCO DE AGUIRRE SA,Industria agropecuaria y silvicultura,ELABORACIÓN DE VINOS,Coquimbo,Limarí,Ovalle,19.0,6610087.0,287151.0,-30.622902490818838,-71.22061693322345,4963.14,1,3,-7928242.810989233,-3583872.0825007274,9.050319789596852,#ff7f0e
2813,546.4929999999999,2,INDUSTRIA DE ALIMENTOS TRENDY S A,PLANTA SAN BERNARDO,Producción de alimentos,ELABORACIÓN DE PRODUCTOS LÁCTEOS,Metropolitana,Maipo,San Bernardo,19.0,6281443.0,342777.0,-33.595167403774035,-70.69441617453047,327.895,1,2,-7869666.410476496,-3974571.5733830896,6.303521498751395,#aec7e8
2897,31662.142,3,PAPELES CORDILLERA S A,PAPELES CORDILLERA S.A.,Industria del papel y celulosa,"FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN",Metropolitana,Cordillera,Puente Alto,19.0,6279880.0,354954.0,-33.610987061251414,-70.56348160652493,14945.903,1,16,-7855090.841038882,-3976685.937843872,10.36287698749512,#c7c7c7
2919,2274.9372,5,BASF CHILE S A,BASF PLANTA CONCON,Producción química,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P,Valparaíso,Valparaíso,Quintero,19.0,6355485.0,266479.0,-32.91396244057115,-71.49705375401642,1334.97,1,14,-7959015.617116417,-3883889.476763764,7.729707726608438,#f7b6d2
2989,48744.844110000005,2,VULCO S A,VULCO S.A.,Industria manufacturera,"FABRICACIÓN DE BOMBAS, GRIFOS, VÁLVULAS, COMPRESORES, SISTEMAS HIDRÁULICOS;  SUS REPARACIONES",Metropolitana,Maipo,San Bernardo,19.0,6280761.0,343260.0,-33.60138719306305,-70.6893326984145,31339.55698,1,6,-7869100.520503806,-3975402.828383667,10.794354708986662,#98df8a
3006,54138.172999999995,6,EMPRESAS CAROZZI S A,PLANTA AGROZZI TENO,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Maule,Curicó,Teno,19.0,6138665.0,304204.0,-34.87554345668377,-71.14225762327561,17919.195,1,2,-7919519.892506926,-4146980.8328864775,10.89929481675478,#aec7e8
3066,889.9920000000001,2,L P S S A,LPS S.A.,Industria del papel y celulosa,FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN,Metropolitana,Maipo,San Bernardo,19.0,6284165.0,341326.0,-33.570412096345365,-70.7095636539201,882.378,1,16,-7871352.62016895,-3971263.699366814,6.791212473921742,#c7c7c7
3146,5843.949,4,FAENADORA SAN VICENTE LIMITADA,PLANTA FAENADORA,Industria agropecuaria y silvicultura,"PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS",Libertador Gral. Bernardo O'Higgins,Cachapoal,San Vicente,19.0,6188296.0,308428.0,-34.429077386846,-71.08483575046104,2348.56,1,3,-7913127.7188648125,-4086563.1831496847,8.673162045933127,#ff7f0e
3220,838.0319999999998,1,EMPRESA NACIONAL DE MINERIA,PLANTA VALLENAR,Extracción de minerales,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y METALES NO FERROSOS,Atacama,Huasco,Vallenar,19.0,6838966.0,329394.0,-28.564992599351484,-70.7442024636426,838.0319999999998,1,7,-7875208.594828944,-3320394.9902071105,6.731056285910528,#d62728
